ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1244,Felipe Aguilar Schler,M,41.0,170.0,72.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,
1247,Iaki Aguilar Vicente,M,32.0,189.0,82.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
1254,Macarena Aguilar Daz,F,31.0,170.0,67.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
1262,Sandra Aguilar Navarro,F,23.0,167.0,50.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
1265,Yulenmis Aguilar Martnez,F,20.0,165.0,66.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
1271,Tomas Alonso Aguilera Armendariz,M,27.0,202.0,95.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
1277,Carolina Aguirre Giraldo,F,20.0,160.0,59.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
1277,Carolina Aguirre Giraldo,F,20.0,160.0,59.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
1279,rick Germain Aguirre Tafolla,M,19.0,170.0,60.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
1281,Gabriela Aguirre,F,30.0,164.0,58.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
1290,Marcelo Vctor Aguirre,M,23.0,174.0,66.0,Paraguay,PAR,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,
1301,Sri Wahyuni Agustiani,F,21.0,147.0,47.0,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver
1320,Kelsie Ahbe,F,25.0,170.0,63.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,
1356,Christian Ahlmann,M,41.0,189.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
1356,Christian Ahlmann,M,41.0,189.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1374,Tontowi Ahmad,M,29.0,179.0,72.0,Indonesia-1,INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
1377,Elaheh Ahmadi,F,34.0,160.0,62.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
1392,Esraa Ahmed El-Sayed,F,17.0,150.0,63.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,
1394,Ghofran Ahmed Zaki,M,23.0,192.0,68.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,
1405,Mohammed Ahmed,M,25.0,182.0,56.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
1405,Mohammed Ahmed,M,25.0,182.0,56.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",
1413,Samia Mohamed Hagrass Ahmed,F,20.0,170.0,57.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
1413,Samia Mohamed Hagrass Ahmed,F,20.0,170.0,57.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,
1421,Masbah Ahmmed,M,21.0,,,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
1439,Murielle Ahour,F,28.0,165.0,58.0,Cote d'Ivoire,CIV,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
1439,Murielle Ahour,F,28.0,165.0,58.0,Cote d'Ivoire,CIV,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
1445,Gaby Diana Ahrens,F,35.0,169.0,60.0,Namibia,NAM,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,
1451,Mohammad Ahsan,M,28.0,173.0,72.0,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,
1453,Nicole Ahsinger,F,18.0,163.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,
1462,Michelle-Lee Raquel Ahye,F,24.0,160.0,64.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
1462,Michelle-Lee Raquel Ahye,F,24.0,160.0,64.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
1462,Michelle-Lee Raquel Ahye,F,24.0,160.0,64.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
1464,Ai Yanhan,F,14.0,168.0,54.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
1464,Ai Yanhan,F,14.0,168.0,54.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
1465,Jrmy Aicardi,M,27.0,178.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
1466,Matteo Aicardi,M,30.0,192.0,102.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
1472,Vlad-Drago Aicoboae,M,22.0,197.0,91.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,
1477,Neringa Aidietyt,F,33.0,177.0,60.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
1478,Rosaria Aiello,F,27.0,172.0,74.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
1481,Hannes Aigner,M,27.0,183.0,75.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
1488,Harry Leslie Aikines-Aryeetey,M,27.0,180.0,87.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
1502,Sophie Claire Ainsworth,F,27.0,173.0,68.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,
1515,Saiyidah Aisyah Mohamed Rafa'ee,F,28.0,173.0,68.0,Singapore,SGP,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,
1516,Rachid Ait Atmane,M,23.0,190.0,76.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
1519,Anasse At El Abdia,M,23.0,180.0,66.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
1525,Zied Ait Ouagram,M,27.0,191.0,75.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
1526,Samir At Sad,M,26.0,167.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
1526,Samir At Sad,M,26.0,167.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
1527,Souad At Salem (-Mahour-Bacha),F,37.0,158.0,50.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
1548,Efe Ajagba,M,22.0,190.0,,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,
1551,"Oluwafemi ""Junior"" Ajayi",M,20.0,172.0,79.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
1553,Astrit Ajdarevi,M,26.0,190.0,80.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
1561,Mobolade Abimbola Ajomale,M,20.0,180.0,62.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1575,Stella Akakpo,F,22.0,166.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
1599,Meryem (Mirriam Jepchirchir-) Akda (Mayo-),F,23.0,171.0,51.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",
1600,Tark Langat Akda,M,28.0,176.0,60.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
1634,Taha Akgl,M,25.0,192.0,125.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
1636,Svitlana Viktorivna Akhadova,F,23.0,170.0,69.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
1645,Habibollah Jomeh Akhlaghi,M,31.0,175.0,90.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
1647,Murodzhon Kakharovich Akhmadaliyev,M,21.0,165.0,56.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze
1649,Artur Kamilevich Akhmatkhuzin,M,28.0,187.0,79.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
1649,Artur Kamilevich Akhmatkhuzin,M,28.0,187.0,79.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
1682,Morolake Akinosun,F,22.0,163.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
1683,Foluke Antinuke Akinradewo,F,28.0,191.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
1687,Jonathan Akinyemi,M,27.0,188.0,85.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
1692,Teruyoshi Akiyama,M,44.0,168.0,65.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
1696,Malika Al-Akkaoui,F,28.0,160.0,49.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
1696,Malika Al-Akkaoui,F,28.0,160.0,49.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
1697,Halil Akka,M,33.0,175.0,58.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
1701,"Joshua Emmanuel ""Josh"" Akognon",M,30.0,189.0,83.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
1716,Daniel Akpeyi,M,30.0,187.0,80.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
1721,Ahmed Akram Abbas Mahmoud,M,19.0,188.0,80.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
1721,Ahmed Akram Abbas Mahmoud,M,19.0,188.0,80.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
1729,Youssef Akrout,M,25.0,180.0,78.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
1730,Monica Aksamit,F,26.0,183.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
1746,Sonia Aktar,F,19.0,,,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
1749,Shirin Akter,F,21.0,159.0,50.0,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
1763,Hussein Al-Aameri,M,25.0,177.0,80.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
1773,Ahmad Al-Afasi,M,33.0,,,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,
1780,Mazoon Khalfan Saleh Al-Alawi,F,18.0,182.0,,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
1787,Tariq Ahmed Al-Amri,M,25.0,165.0,49.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
1788,Atallah Al-Anazi,M,28.0,174.0,74.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
1788,Atallah Al-Anazi,M,28.0,174.0,74.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
1807,Mary Al-Atrash,F,22.0,170.0,57.0,Palestine,PLE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
1809,Nasser Salih Nasser Abdullah Al-Attiya,M,45.0,178.0,82.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
1810,Hamad Ali Mohamed A Al-Attiyah,M,21.0,193.0,89.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
1810,Hamad Ali Mohamed A Al-Attiyah,M,21.0,193.0,89.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
1826,Ayesha Shahriyar Mohammed Al-Balooshi,F,24.0,160.0,57.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,
1829,Wadha Bint Nasir Al-Balushi,F,26.0,160.0,75.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
1832,Nada Mohamed Abdulzaher Mohamed Al-Bedwawi,F,18.0,162.0,53.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
1856,Sultan Mubarak M. Al-Dawoodi,M,31.0,192.0,86.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
1858,Fehaid Al-Deehani,M,49.0,178.0,95.0,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Gold
1886,Mohsen Hussain Al-Duhaylib,M,22.0,163.0,69.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,
1897,Abdulrahman Al-Faihan,M,30.0,,,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,
1943,Dalal Masfir Al-Harith,F,16.0,160.0,55.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
1946,Barakat Mubarak Al-Harthi,M,28.0,173.0,67.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
1980,Khaled Al-Kaabi,M,31.0,168.0,85.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,
1991,Obada Al-Kasbeh,M,22.0,166.0,64.0,Jordan,JOR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,
1992,Mohammed Riyadh Al-Khafaji,M,22.0,181.0,75.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,
1993,Hajar Saeed Saad Sowaid Al-Khaldi,F,21.0,160.0,45.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
2001,Hamed Said Al-Khatri,M,31.0,173.0,68.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
2008,Noah Abdalaziz Al-Khulaifi,M,17.0,190.0,86.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
2021,Fatema Abdul Muhsin Al-Mahmeed,F,17.0,167.0,60.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
2029,Saeed bin Hasher Al-Maktoum,M,39.0,176.0,88.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
2053,Khaled Al-Mudhaf,M,38.0,164.0,105.0,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,
2082,Lubna Al-Omair,F,29.0,152.0,45.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",
2090,Moukheld Mahil F. Al-Outaibi,M,40.0,163.0,60.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
2112,Abdullah Al-Rashidi,M,52.0,183.0,83.0,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,Bronze
2114,Bassel Al-Rayes,M,37.0,180.0,95.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
2115,Ali Yousef Al-Rumaihi,M,34.0,177.0,86.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
2115,Ali Yousef Al-Rumaihi,M,34.0,177.0,86.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
2119,Yaaqoub Al-Saadi,M,20.0,175.0,62.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
2135,Mayada Al-Sayad,F,23.0,,,Palestine,PLE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
2161,Abdulaziz Al-Shatti,M,25.0,,,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",
2169,Hicham Al-Siguni,M,23.0,172.0,61.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
2184,Sheikh Ali bin Khalid Al-Thani,M,33.0,194.0,73.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
2184,Sheikh Ali bin Khalid Al-Thani,M,33.0,194.0,73.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
2197,Saud Al-Zaabi,M,27.0,,,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
2206,Alaa Ali Mhawi,M,20.0,178.0,68.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
2207,Ayman Alaa El-Din Mohamed Fayez,M,25.0,181.0,72.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",
2210,Marina Alabau Neira,F,30.0,164.0,55.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,
2236,Salima El Ouali Al-Alami,F,32.0,179.0,58.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",
2237,Nima Alamian,M,23.0,174.0,70.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,
2238,Noshad Alamian Darounkolaei,M,24.0,170.0,67.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,
2259,Julian Alaphilippe,M,24.0,173.0,62.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
2259,Julian Alaphilippe,M,24.0,173.0,62.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
2266,Ricard Alarcn Tevar,M,24.0,188.0,110.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
2271,Fernando Alarza Vicente,M,25.0,178.0,67.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
2289,Rafael Yunier Alba Castillo,M,22.0,202.0,87.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,
2299,Matas Albarracn,M,36.0,174.0,65.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
2299,Matas Albarracn,M,36.0,174.0,65.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
2304,Michael Albasini,M,35.0,172.0,67.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
2309,Il Alben,F,30.0,172.0,62.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
2314,Markel Alberdi Sarobe,M,24.0,187.0,76.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
2321,Fiona Albert,F,25.0,174.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,
2335,Agustina Albertario,F,23.0,165.0,55.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
2342,Nely Carla Alberto Francisca,F,33.0,179.0,90.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
2359,Islam-Beka Said-Tsilimovich Albiyev,M,27.0,165.0,66.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
2365,Radu Albot,M,26.0,175.0,70.0,Moldova,MDA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
2376,Samuel Albrecht,M,34.0,180.0,71.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,
2391,Gustavo Barreiros de Albuquerque,M,25.0,172.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
2408,Aurelie Alcindor,F,22.0,169.0,47.0,Mauritius,MRI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
2442,Olympia Aldersey,F,24.0,183.0,75.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,
2447,Mark David Aldred,M,29.0,188.0,71.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,
2458,David Alegre Biosca,M,31.0,184.0,75.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
2464,Jo Qesem Ayela Aleh,F,30.0,171.0,58.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Silver
2467,Eric Javier Alejandro,M,30.0,180.0,81.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
2472,Aleksandr Aleksandrov,M,26.0,189.0,93.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,
2474,Daniel Tihomirov Aleksandrov,M,24.0,182.0,81.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
2497,Artur Aleksanyan,M,24.0,190.0,98.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
2499,Ruben Aleksanyan,M,26.0,180.0,150.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,
2500,Yana Ivanovna Alekseevna,F,28.0,169.0,60.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,
2512,Yevgeny Petrovich Alekseyev,M,38.0,186.0,93.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
2517,Milan Aleksi,M,30.0,193.0,96.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
2537,Habitam Alemu,F,19.0,171.0,52.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
2574,Kineke Alicia Alexander,F,30.0,178.0,65.0,Saint Vincent and the Grenadines,VIN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
2587,Alexandra Priscila do Nascimento,F,34.0,177.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
2593,Anna-Maria Alexandri,F,18.0,170.0,48.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
2594,Eirini-Marina Alexandri,F,18.0,171.0,50.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
